2	4627811	maximal workload, peak oxygen uptake (VO2peak) related to the predicted VO2peak, oxygen uptake at the anaerobic threshold, and maximal oxygen pulse	Training improved maximal workload, peak oxygen uptake (VO2peak) related to the predicted VO2peak, oxygen uptake at the anaerobic threshold, and maximal oxygen pulse (all P<0.05), whilst no differences were present between high-intensity interval training and continuous training (N.S.).
2	5735476	Time for rescue analgesia	Time for rescue analgesia in Group D5-377.46 ± 60.05, in Group D10-401.60 ± 61.11, and in Group D15-517.96 ± 97.30, which is statistically highly significant (P < 0.000).  
2	5735476	The time taken for complete sensory recovery	The time taken for complete sensory recovery in Group D5-319.83 ± 61.41, Group D10-336.13 ± 61.38, and Group D15-415.20 ± 96.6, which is statistically highly significant (P = 0.000).
2	5735476	The time taken for two-segment sensory regression	The time taken for two-segment sensory regression Group D5-96.66 ± 33.67, Group D10-116.80 ± 36.27, and Group D15 120.96 ± 30.24, (P = 0.014).
0	5735476	The onset time of sensory block	The onset time of sensory block in Group D5-2.76 ± 1.32, Group D10-2.45 ± 1.50, and Group D15-1.86±0.93, which is statistically significant (P = 0.025).
2	3321528	wrist flexion, hip flexion, knee extension, and ankle dorsiflexion	Twenty four patients in the electrical muscle stimulation group and 28 patients in the control group were finally evaluated. electrical muscle stimulation patients achieved higher Medical Research Council scores than controls (P ≤ 0.05) in wrist flexion, hip flexion, knee extension, and ankle dorsiflexion.
2	3321528	the total Medical Research Council score of the legs	Collectively, the electrical muscle stimulation group performed higher (P < 0.01) in the legs and overall.
1	4472927	TNF-α	Furthermore, the serum IL-10 and E-selectin levels in group B were significantly higher than those in group C (serum IL-10: P<0.001; E-selectin: P<0.05); however, the serum TNF-α levels did not differ among groups (all P>0.05).
0	4472927	E-selectin	The serum IL-10 and E-selectin levels in group A were significantly lower than those in group B (serum IL-10: P<0.05; E-selectin: P<0.05).
1	4472927	E-selectin	The serum IL-10 in group A was significantly higher than that in group C (P<0.01); the serum E-selectin levels in group A did not significantly differ compared with those in group C (P>0.05).
2	4472927	E-selectin	Furthermore, the serum IL-10 and E-selectin levels in group B were significantly higher than those in group C (serum IL-10: P<0.001; E-selectin: P<0.05); however, the serum TNF-α levels did not differ among groups (all P>0.05).
0	4472927	IL-10	The serum IL-10 and E-selectin levels in group A were significantly lower than those in group B (serum IL-10: P<0.05; E-selectin: P<0.05).
2	4472927	IL-10	The serum IL-10 in group A was significantly higher than that in group C (P<0.01); the serum E-selectin levels in group A did not significantly differ compared with those in group C (P>0.05).
0	5282794	pain response	Infants born by vaginal operative delivery displayed a lower pain response after plastic cup than metal cup ventouse delivery (p < 0.001), but the pain response was generally lower than expected and they recovered fully within 72 h.  ABSTRACT.CONCLUSIONS. 
0	3108665	Postoperative complications	Administration of somatostatin reduced the exocrine granule number, and the patients suffered from fewer postoperative complications.  
1	4206772	6-min walk test (6-min walk test) distance at week 24 - patients with Morquio A syndrome (mucopolysaccharidosis IVA)	At week 24, the estimated mean effect on the 6-min walk test versus placebo was 22.5 m (95 % CI 4.0, 40.9; P = 0.017) for weekly and 0.5 m (95 % CI −17.8, 18.9; P = 0.954) for qow.
2	4206772	6-min walk test (6-min walk test) distance at week 24 - patients with Morquio A syndrome (mucopolysaccharidosis IVA)	At week 24, the estimated mean effect on the 6-min walk test versus placebo was 22.5 m (95 % CI 4.0, 40.9; P = 0.017) for weekly and 0.5 m (95 % CI −17.8, 18.9; P = 0.954) for qow.
0	5120251	Decrease of platelets	The decrease in platelet level in the intervention group was significantly lower than that in the control group (P = 0.03).  
0	5120251	Blood loss	Blood loss in the intervention group with the administration of tranexamic acid was significantly lesser than that in the control group (P = 0.01).
0	5120251	Hemoglobin decrease	The present study showed that local administration of tranexamic acid significantly reduces bleeding after prostatectomy surgery and is effective in preventing postoperative hemoglobin decrease.
2	4532714	weekly volumes of physical activity	Patients randomized to personalized audio-playlists with tempo-pace synchrony achieved higher weekly volumes of physical activity than did their non-music usual-care comparators (475.6 min vs. 370.2 min, P < 0.001).
2	4532714	utilizing audio-playlist devices	Patients randomized to music with rhythmic auditory stimulation utilized their audio-playlist devices more frequently than did non-RAS music counterparts (P < 0.001).  
1	4402460	Hypoxia	One dose of bevacizumab changed the expression of 14 genes and led to a significant decrease in microvessel density and in the proportion of pericyte-covered blood vessels, and a small but nonsignificant increase in hypoxia.
0	4402460	Microvessel density	One dose of bevacizumab changed the expression of 14 genes and led to a significant decrease in microvessel density and in the proportion of pericyte-covered blood vessels, and a small but nonsignificant increase in hypoxia.
2	4569275	Estimated infection hazard ratios for men	With the additional 1286 person years of 503-S follow-up, the estimated HR over Phambili and HVTN 503-S follow-up was 1.52 (95% CI 1.08–2.15, p = 0.02, 82 vaccine/54 placebo infections). The HR was significant for men (HR = 2.75, 95% CI 1.49, 5.06, p = 0.001) but not for women (HR = 1.12, 95% CI 0.73, 1.72, p = 0.62).  
1	4569275	Estimated infection hazard ratios for women	With the additional 1286 person years of 503-S follow-up, the estimated HR over Phambili and HVTN 503-S follow-up was 1.52 (95% CI 1.08–2.15, p = 0.02, 82 vaccine/54 placebo infections). The HR was significant for men (HR = 2.75, 95% CI 1.49, 5.06, p = 0.001) but not for women (HR = 1.12, 95% CI 0.73, 1.72, p = 0.62).  
0	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05). The differences between other groups were not significant (P>0.05).  
1	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05). The differences between other groups were not significant (P>0.05).  
0	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05).
1	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05). The differences between other groups were not significant (P>0.05).  
0	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05).
1	4662763	Shear bond strength	The mean shear bond strength value in group one (pH 3.8) was significantly lower than that in other groups (P<0.05). The differences between other groups were not significant (P>0.05).  
0	4141382	VAS sedation	VAS for sedation on reversal of anesthesia showed the following association: Group CSuNeo = Group CSuNeoAdr < Group CSu = Group CSuAdr = Group IVSu (P < 0.005).
1	5966460	Protein levels	Compared to placebo, Griffithsin gels were not associated with any significant changes to protein levels at any time point (FDR < 5%), but increased abundances of two common and beneficial microbial taxa after 24 hours were observed in HEC-GRFT gel (p < 2E-09).
0	3996149	blood cholesterol - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	blood cholesterol - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	LDL-C - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	LDL-C - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	interleukin-6 - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	interleukin-6 - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	triglyceride - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
0	3996149	triglyceride - type 2 diabetes patients	Cocoa consumption lowered blood cholesterol,triglyceride, LDL-cholesterol, and tumor necrosis factor-α, high sensitive C-reactive protein, interleukin-6 significantly (P < 0.01).
2	3043099	Insulin area under the curve	Following the intervention, there was a significant reduction in insulin area under the curve in Mexican Americans (29%) and nonHispanic whites (32%), however, the insulin area under the curve remained higher (p<0.05) for Mexican Americans (post  = 1635 μU*180 min/mL) than for nonHispanic whites (post = 1211 μU*180 min/mL).
2	3043099	Insulin area under the curve	Pre intervention insulin area under the curve was 28% higher (p<0.05) in Mexican Americans (insulin area under the curve pre  =  2298 μU*180 min/mL) than in nonHispanic whites (insulin area under the curve = 1795 μU*180 min/mL).
0	3043099	Improvement in Low density lipoprotein-cholesterol and small dense LDL particles concentrations	Plasma cholesterol and TG concentrations significantly improved in both groups, but concentrations of low density lipoprotein-cholesterol and small dense LDL particles significantly improved only in the nonHispanic whites.  
2	3849694	The effectiveness of the intervention	The effectiveness of the intervention (vs control) was more pronounced among participants with a low (vs high) education level (T2-T3: B=–0.32, SE 0.16, P=.049; T2-T4: B=–0.42, SE 0.21, P=.049), participants with high (vs low) positive outcome expectations (T2-T3: B=–0.12, SE 0.05, P=.02) and participants with anxiety disorder (vs mood disorder) (T2-T3: B=–0.43, SE 0.21, P=.04).
2	3849694	The effectiveness of the intervention	The effectiveness of the intervention (vs control) was more pronounced among participants with a low (vs high) education level (T2-T3: B=–0.32, SE 0.16, P=.049; T2-T4: B=–0.42, SE 0.21, P=.049), participants with high (vs low) positive outcome expectations (T2-T3: B=–0.12, SE 0.05, P=.02) and participants with anxiety disorder (vs mood disorder) (T2-T3: B=–0.43, SE 0.21, P=.04).
1	5125721	Blood glucose	The primary outcomes were that Tartary buckwheat significantly decreased the rela tive changes in urinary albumin to creatinine ratio (2.43–2.35, logarithmic transformed mg/g creatinine) and urea nitrogen (5.12–4.91 mmol/L) in the Tartary buckwheat intervention group vs the diet control group at 4 weeks (P<0.05), without obvious effect on blood glucose during the 4-week study.
0	5125721	Urea nitrogen	The primary outcomes were that Tartary buckwheat significantly decreased the rela tive changes in urinary albumin to creatinine ratio (2.43–2.35, logarithmic transformed mg/g creatinine) and urea nitrogen (5.12–4.91 mmol/L) in the Tartary buckwheat intervention group vs the diet control group at 4 weeks (P<0.05), without obvious effect on blood glucose during the 4-week study.
2	2908852	Intraocular pressure after 3 months	intraocular pressure in the intravitreal injection group was significantly higher than in the posterior subtenon injection group at 3 months after injection.  
1	3515338	Total mental health care costs	Mean total costs were €4795 in the Problem-Solving Treatment group and €6857 in the usual care group. Costs were not statistically significantly different between the two groups (95% CI -4698;359).
1	3515338	clinical outcomes at 9 months	There were no statistically significant differences in clinical outcomes at 9 months.
2	5156970	relief of overall symptoms	The onset of relief occurred significantly sooner, and duration of relief was significantly longer in azithromycin group. Movement, abdominal pain, bloating, and gas were significantly better in azithromycin group.
0	5156970	daily bloating and gas in all 12 weeks	Significantly more patients in azithromycin group felt relief in bloating and gas and had greater consistency relief in almost all weeks.  
0	3633335	Vomiting	We found that the incidence of vomiting was lower in group II (17.5%), group IV (7.5%), and group VI (10%) compared with group I (55%), group III (27.5%), and group V (30%), respectively (P < 0.05).
0	3633335	Vomiting	We conclude that compared with sevoflurane anesthesia alone, anesthesia with either propofol alone or propofol combined with sevoflurane resulted in a reduced incidence of vomiting and nausea during the first 24 h after surgery. Administration of ondansetron effectively reduced the incidence of vomiting but not that of nausea for all three types of general anesthesia.
0	3633335	Vomiting	The incidence of vomiting was also lower in group III (27.5%) and group V (30%) when compared with group I (55%) (P < 0.05).
0	3633335	Vomiting	We conclude that compared with sevoflurane anesthesia alone, anesthesia with either propofol alone or propofol combined with sevoflurane resulted in a reduced incidence of vomiting and nausea during the first 24 h after surgery.
0	3633335	Nausea	Groups III and V had a lower incidence of nausea than group I (P < 0.05).  
0	3633335	Nausea	Two hundred and forty patients were randomly allocated into six groups: Group I, anesthesia was maintained with sevoflurane; Group II, anesthesia was maintained with sevoflurane and 8 mg of ondansetron; Group III, anesthesia was maintained with propofol; Group IV, anesthesia was maintained with propofol and 8 mg of ondansetron; Group V, anesthesia was maintained with sevoflurane and propofol; Group VI, anesthesia was maintained with sevoflurane combined with propofol and 8 mg of ondansetron.  
0	3633335	Nausea	Two hundred and forty patients were randomly allocated into six groups: Group I, anesthesia was maintained with sevoflurane; Group II, anesthesia was maintained with sevoflurane and 8 mg of ondansetron; Group III, anesthesia was maintained with propofol; Group IV, anesthesia was maintained with propofol and 8 mg of ondansetron; Group V, anesthesia was maintained with sevoflurane and propofol; Group VI, anesthesia was maintained with sevoflurane combined with propofol and 8 mg of ondansetron.  
0	3633335	Vomiting	We found that the incidence of vomiting was lower in group II (17.5%), group IV (7.5%), and group VI (10%) compared with group I (55%), group III (27.5%), and group V (30%), respectively (P < 0.05).
2	3276927	relieving factors in reversible inguinal hernia	The relieving factors showed significant increase with P≤0.001.  
2	3276927	effective in the treatment of reversible inguinal hernia	Yoga therapy with selected asanas is effective in the treatment of reversible inguinal hernia.
0	3276927	frequency of occurrence in reversible inguinal hernia	The pre and post interventional data were compared statistically and found significant reduction of symptoms with P≤0.001 in pain, frequency of occurrence and aggravating factors.
0	3276927	pain in reversible inguinal hernia	The pre and post interventional data were compared statistically and found significant reduction of symptoms with P≤0.001 in pain, frequency of occurrence and aggravating factors.
0	3276927	aggravating factors in reversible inguinal hernia	The pre and post interventional data were compared statistically and found significant reduction of symptoms with P≤0.001 in pain, frequency of occurrence and aggravating factors.
1	3208342	TQ-score improvement	Results: Directly after therapy there was a significant improvement of the TQ-score in both groups. Comparison of both groups revealed a trend toward more pronounced effects for the combined group (effect size: Cohen's d = 0.176), but this effect did not reach significance.
1	3208342	Response rate	Results: Directly after therapy there was a significant improvement of the TQ-score in both groups. Comparison of both groups revealed a trend toward more pronounced effects for the combined group (effect size: Cohen's d = 0.176), but this effect did not reach significance.
2	3880665	Body mass	Body mass and body mass index increased (P < 0.05) after 8 weeks aerobic exercise compared to the control group.
1	3880665	Body fat percentage	For waist to hip ratio (waist to hip ratio), body fat percentage and maximal oxygen consumption there were no significant differences between the exercise group and the control group.
1	3880665	Body fat percentage	There were virtually no changes in body fat percentage, fasting glucose, insulin, insulin resistance and retinol binding protein 4 levels after 8 weeks training.  
1	3880665	Fasting glucose	There were virtually no changes in body fat percentage, fasting glucose, insulin, insulin resistance and retinol binding protein 4 levels after 8 weeks training.  
1	3880665	Insulin resistance	There were virtually no changes in body fat percentage, fasting glucose, insulin, insulin resistance and retinol binding protein 4 levels after 8 weeks training.  
1	3880665	Waist to hip ratio	For waist to hip ratio (waist to hip ratio), body fat percentage and maximal oxygen consumption there were no significant differences between the exercise group and the control group.
1	3880665	Maximal oxygen consumption	For waist to hip ratio (waist to hip ratio), body fat percentage and maximal oxygen consumption there were no significant differences between the exercise group and the control group.
0	4412792	Glomerulosclerosis at day 14	Both glomerulosclerosis and urinary albumin-to-creatinine ratio were less in the ACE-inhibition arm at day 14.
0	4412792	Urinary albumin-to-creatinine ratio at day 14	Both glomerulosclerosis and urinary albumin-to-creatinine ratio were less in the ACE-inhibition arm at day 14.
1	4412792	Podocyte proliferation	Podocyte proliferation did not occur at any time in any group.
2	2645358	Weight loss	At 12 months, the intervention group had greater weight loss (-5.6 ± 6.8% vs. -1.2 ± 4.6%, p < .001) and larger decreases in body size dissatisfaction (effect size of 1.08 vs. .41, p < .001) than the comparison group.
0	2645358	Body size dissatisfaction	At 12 months, the intervention group had greater weight loss (-5.6 ± 6.8% vs. -1.2 ± 4.6%, p < .001) and larger decreases in body size dissatisfaction (effect size of 1.08 vs. .41, p < .001) than the comparison group.
1	2788265	Progression-free survival	Median progression-free survival was estimated with 4.0, 5.6, and 6.0 months (P=0.21).
1	3228981	Abdominal pain/discomfort frequency score	Compared to baselines in per protocol populations, the reduced abdominal pain/discomfort frequency scores in otilonium bromide and mebeverine were 0.55 ± 1.20 (P = 0.011) and 0.37 ± 1.11 (P = 0.042), respectively, to show similarly reduced scores.
1	3228981	Abdominal bloating	Besides, the improved abdominal pain/discomfort frequency scores at 4th week visit, final alleviations in abdominal pain intensity, flatulence, abdominal bloating and satisfied stool frequency with global assessments filled by both patients and investigators were significantly achieved by both treatments, and otilonium bromide was not inferior to mebeverine in treating these parameters.  
1	3228981	Flatulence	Besides, the improved abdominal pain/discomfort frequency scores at 4th week visit, final alleviations in abdominal pain intensity, flatulence, abdominal bloating and satisfied stool frequency with global assessments filled by both patients and investigators were significantly achieved by both treatments, and otilonium bromide was not inferior to mebeverine in treating these parameters.  
1	3228981	Satisfied stool frequency	Besides, the improved abdominal pain/discomfort frequency scores at 4th week visit, final alleviations in abdominal pain intensity, flatulence, abdominal bloating and satisfied stool frequency with global assessments filled by both patients and investigators were significantly achieved by both treatments, and otilonium bromide was not inferior to mebeverine in treating these parameters.  
1	2853089	declared uptake of the trial results - Breast cancer patients participating in a trial on the efficacy of Trastuzumab	The Internet group's declared uptake of the trial results was only slightly higher (47.1% vs 33.9% P=0.166); however, they understood the results significantly more accurately (18.8% vs 5.6% P=0.039).  
2	2853089	accurately understanding the results - Breast cancer patients participating in a trial on the efficacy of Trastuzumab	The Internet group's declared uptake of the trial results was only slightly higher (47.1% vs 33.9% P=0.166); however, they understood the results significantly more accurately (18.8% vs 5.6% P=0.039).  
2	5399146	The absolute plasma concentration of activated FVII	The absolute plasma concentration of activated FVII was higher (P<0.05) among the able-bodied compared with the tetraplegic groups.
0	4639584	Weight after 8 weeks	At the end of the 8 weeks, weight and BMI further decreased in the group consuming the fiber-enriched diet (p<0.01).
0	4639584	Insulin resistance	Insulin resistance, estimated with the Homeostasis Model Assessment index and the Lipid Accumulation Product index, improved in all subjects after the fiber-enriched flour diet (p = 0.03, p = 0.02, respectively).
0	3786468	waist-hip ratio of women	Green tea suppressed waist-hip ratio of women from a significant increase and suppressed mean arterial pressure of men and women from a significant decrease after week 14.
0	3786468	alanine aminotransferase level in women	It reduced alanine aminotransferase level in women by 13.0% (P < 0.1) while increasing the antioxidant potential of men and women sera by 2.7% (P < 0.1) and 5.1% (P < 0.1).
1	2909923	Respiratory exchange ratio	Plasma glucose, blood lactate, and respiratory exchange ratio during the 2-hour ride, as well as VO2 peak, were not affected by creatine supplementation.
1	2909923	Plasma glucose	Plasma glucose, blood lactate, and respiratory exchange ratio during the 2-hour ride, as well as VO2 peak, were not affected by creatine supplementation.
1	2909923	Blood lactate	Plasma glucose, blood lactate, and respiratory exchange ratio during the 2-hour ride, as well as VO2 peak, were not affected by creatine supplementation.
1	2909923	VO2 peak	Plasma glucose, blood lactate, and respiratory exchange ratio during the 2-hour ride, as well as VO2 peak, were not affected by creatine supplementation.
2	2909923	Muscle creatine phosphate	There was a 24.5 ± 10.0% increase in resting muscle total creatine and 38.4 ± 23.9% increase in muscle creatine phosphate in the creatine group (P < 0.05).
0	3788226	Atlantooccipital distance	The atlantooccipital distance (atlantooccipital distance) traversed while using Truview laryngoscope was significantly less than with Macintosh blade (26%; P = 0.001).
2	3788226	Appropriate laryngoscopic view	Truview blade produced a better laryngoscopic view (P = 0.005) than Macintosh blade, but had a longer time to laryngoscopy (P = 0.04).  
2	3788226	Laryngoscopy time	Truview blade produced a better laryngoscopic view (P = 0.005) than Macintosh blade, but had a longer time to laryngoscopy (P = 0.04).  
0	3788226	Cervical spine movement at C0-C1	However, the movement was significantly less with Truview compared to the Macintosh laryngoscope at C0–C1 (21%; P = 0.005) and C1–C2 levels (32%; P = 0.009).
0	3788226	Cervical spine movement at C1-C2	Significant cervical spine movement occurred at all segments when compared to the baseline with both the Macintosh and Truview laryngoscopes (P < 0.001). However, the movement was significantly less with Truview compared to the Macintosh laryngoscope at C0–C1 (21%; P = 0.005) and C1–C2 levels (32%; P = 0.009).
2	3661884	strength in the exercises for leg extension (leg extension) and Low Row (Low Row)	Both groups showed significant increases in strength (SSGpre vs. SSGpost; PIGpre vs. PIGpost) in the same exercises for leg extension (leg extension) and Low Row (Low Row). Specifically, in the static stretching group group, the parameters for leg extension were (p = 0.0015 and ES = 2.28 - Large), and the parameters for Low Row were (p = 0.002 and ES = 1.95 - Large).
1	3661884	strength in the exercises for leg extension (leg extension) and Low Row (Low Row)	No differences were found between the groups (SSGpost vs. PIGpost).
2	3661884	flexibility of joints	Both groups showed significant increases in flexibility but in different joints (SSGpre vs. SSGpost; PIGpre vs. PIGpost). In the static stretching group group, only three joints showed significant increases in flexibility: shoulder extension (p = 0.004 and ES = 1.76 - Large), torso flexion (p = 0.002 and ES = 2.36 - Large), and hip flexion (p = 0.001 and ES = 1.79 -Large). In the passive interval group group, only three joints showed increases in flexibility: horizontal shoulder abduction (p = 0.003 and ES = 2.07 - Large), hip flexion (p = 0.001 and ES = 2.39 – Large), and hip extension (p = 0.02 and ES = 1.79 - Large).
1	3661884	cortisol secretion or growth hormone concentration	Hormonal profiles showed no significant differences in cortisol secretion or growth hormone concentration.
2	5850185	TUG completion time at A2	The subjects in the bilateral TENS+TOT group showed greater improvement in paretic ankle dorsiflexion strength (β=1.32; P=0.032) and in the completion time for the Timed Up and Go test (β=−1.54; P=0.004) than those in the unilateral TENS+TOT group.
0	5790265	Incidence of recurrent syncope after 12 months	Incidence of recurrent syncope after 12 months (6.5% vs. 41.2%, P<0.01) and rate of positive head-up tilt table testing after 30 days (9.7% vs.79.4%, P<0.01) were significantly lower in modified Valsalva maneuver group than in NVM group.
0	2920889	Depression or Anxiety or Adjustment Disorder with Depressed Mood, Anxiety, or Mixed Anxiety and Depressed Mood	In women without a psychiatric history (232/364; 64%), 36/125 (29%) were diagnosed with Depression or Anxiety or Adjustment Disorder with Depressed Mood, Anxiety, or Mixed Anxiety and Depressed Mood in the control group, compared with 16/107 (15%) in the intervention group.
2	3292461	Improvement in physical activity and energy expenditure	After 12 weeks, women in the intervention group had significantly increased their physical activity and energy expenditure per week (4394 vs. 1651 calorie, p < 0.001).
2	3292461	Improvement in waist circumference and hip circumference	Significant differences between-group in weight (P = 0.001), Body Mass Index (P = 0.001), waist circumference (P = 0.001), hip circumference (P = 0.032) and waist-hip ratio (P = 0.02) were presented after the intervention.
2	3292461	Improvement in body mass index	Significant differences between-group in weight (P = 0.001), Body Mass Index (P = 0.001), waist circumference (P = 0.001), hip circumference (P = 0.032) and waist-hip ratio (P = 0.02) were presented after the intervention.
2	3292461	Improvement in waist-hip ratio	Significant differences between-group in weight (P = 0.001), Body Mass Index (P = 0.001), waist circumference (P = 0.001), hip circumference (P = 0.032) and waist-hip ratio (P = 0.02) were presented after the intervention.
2	4685630	Service costs	Service costs were significantly higher for Pre-School Autism Communication Trial + treatment as usual (mean difference £4,489, p < 0.001), but the difference in societal costs was smaller and non-significant (mean difference £1,385, p = 0.788) due to lower informal care rates for Pre-School Autism Communication Trial + treatment as usual.  
1	4685630	Clinically meaningful symptom	Clinically meaningful symptom improvement was evident for 53 % of Pre-School Autism Communication Trial + treatment as usual versus 41 % of treatment as usual (odds ratio 1.91, p = 0.074).
2	4685630	Service costs	Service costs were significantly higher for Pre-School Autism Communication Trial + treatment as usual (mean difference £4,489, p < 0.001), but the difference in societal costs was smaller and non-significant (mean difference £1,385, p = 0.788) due to lower informal care rates for Pre-School Autism Communication Trial + treatment as usual.  
0	4872285	Cardiovascular death	Heart failure hospitalization or cardiovascular death occurred in a significantly lower percentage of patients treated with empagliflozin [265/4687 patients (5.7%)] than with placebo [198/2333 patients (8.5%)] [hazard ratio, HR: 0.66 (95% confidence interval: 0.55–0.79); P < 0.001], corresponding to a number needed to treat to prevent one heart failure hospitalization or cardiovascular death of 35 over 3 years.
0	4872285	Heart failure hospitalization	Heart failure hospitalization or cardiovascular death occurred in a significantly lower percentage of patients treated with empagliflozin [265/4687 patients (5.7%)] than with placebo [198/2333 patients (8.5%)] [hazard ratio, HR: 0.66 (95% confidence interval: 0.55–0.79); P < 0.001], corresponding to a number needed to treat to prevent one heart failure hospitalization or cardiovascular death of 35 over 3 years.
0	4872285	Heart failure hospitalization	Empagliflozin improved other heart failure outcomes, including hospitalization for or death from heart failure [2.8 vs. 4.5%; HR: 0.61 (0.47–0.79); P < 0.001] and was associated with a reduction in all-cause hospitalization [36.8 vs. 39.6%; HR: 0.89 (0.82–0.96); P = 0.003].
0	4872285	Heart failure hospitalization	Heart failure hospitalization or cardiovascular death occurred in a significantly lower percentage of patients treated with empagliflozin [265/4687 patients (5.7%)] than with placebo [198/2333 patients (8.5%)] [hazard ratio, HR: 0.66 (95% confidence interval: 0.55–0.79); P < 0.001], corresponding to a number needed to treat to prevent one heart failure hospitalization or cardiovascular death of 35 over 3 years.
