0	4937081	1610	1642	Genital infection Adverse events	Genital infection Adverse events were more common with dapagliflozin, with no increase in older patients (<65 years: 8.2 vs. 1.0 %; ≥65 years: 6.6 vs. 0.9 %; ≥75 years: 7.2 vs. 0.0 %, respectively) and no serious AEs.
0	4937081	1815	1827	serious AEs.	Genital infection Adverse events were more common with dapagliflozin, with no increase in older patients (<65 years: 8.2 vs. 1.0 %; ≥65 years: 6.6 vs. 0.9 %; ≥75 years: 7.2 vs. 0.0 %, respectively) and no serious AEs.
0	4937081	1828	1859	Volume reduction Adverse events	Volume reduction Adverse events were uncommon, with a higher frequency with dapagliflozin vs. placebo and in patients ≥75 years (<65 years: 1.7 vs. 1.2 %; ≥65 years: 2.3 vs. 1.7 %; ≥75 years: 3.1 vs. 2.6 %, respectively).
0	4937081	2085	2102	risk of fractures	Dapagliflozin did not increase the risk of fractures (<65 years: 1.1 vs. 1.1 %; ≥65 years: 1.1 vs. 2.7 %; ≥75 years: 1.0 vs. 2.6 %, respectively) or falls (<65 years: 0.7 vs. 0.7 %; ≥65 years: 0.6 vs. 2.1 %; ≥75 years: 0.0 vs. 1.3 %, respectively), regardless of age.
0	4937081	2199	2204	falls	Dapagliflozin did not increase the risk of fractures (<65 years: 1.1 vs. 1.1 %; ≥65 years: 1.1 vs. 2.7 %; ≥75 years: 1.0 vs. 2.6 %, respectively) or falls (<65 years: 0.7 vs. 0.7 %; ≥65 years: 0.6 vs. 2.1 %; ≥75 years: 0.0 vs. 1.3 %, respectively), regardless of age.
0	4937081	2318	2350	Adverse events of renal function	Adverse events of renal function were more common with dapagliflozin than placebo and increased with age (<65 years: 3.5 vs. 2.3 %; ≥65 years: 14.0 vs. 7.9 %; ≥75 years: 29.9 vs. 20.8 %, respectively).
0	4937081	2611	2639	increase cardiovascular risk	Dapagliflozin did not increase cardiovascular risk regardless of age [hazard ratio (95 % confidence interval) vs. control: <65 years: 0.726 (0.473, 1.114); ≥65 years: 0.879 (0.565, 1.366); ≥75 years: 0.950 (0.345, 2.617), respectively].  
0	5812853	739	780	Results Maximal heart rate and VO2 values	Results Maximal heart rate and VO2 values were significantly (p < 0.001) lower during GlideTrak™ (183.4 ± 9.1 bpm, 38.1 ± 7.2 mL kg−1 min−1) compared to treadmill running (194.3 ± 8.6 bpm, 49.5 ± 8.9 kg−1 min−1).
0	5812853	964	1013	significant difference in the HR-VO2 relationship	There was a significant difference in the HR-VO2 relationship between GlideTrak™ and treadmill running.
0	5812853	1125	1142	resulted in a VO2	Compared to treadmill running, exercising at a heart rate of 140 bpm resulted in a VO2 that was 4.0 mL kg−1 min−1 lower during GlideTrak™.
0	5812853	1224	1234	heart rate	At the VO2 associated with a heart rate of 140 bpm during treadmill running, the heart rate during GlideTrak™ was 16 bpm higher.
0	2699711	832	937	mean duration of treatment or in the amount of insulin infusion until resolution of diabetic ketoacidosis	RESULTS There were no differences in the mean duration of treatment or in the amount of insulin infusion until resolution of diabetic ketoacidosis between intravenous treatment with regular and glulisine insulin.
0	2699711	1075	1106	mean daily blood glucose levels	After transition to subcutaneous insulin, there were no differences in mean daily blood glucose levels, but patients treated with NPH and regular insulin had a higher rate of hypoglycemia (blood glucose <70 mg/dl).
0	2699711	1171	1191	rate of hypoglycemia	After transition to subcutaneous insulin, there were no differences in mean daily blood glucose levels, but patients treated with NPH and regular insulin had a higher rate of hypoglycemia (blood glucose <70 mg/dl).
0	2699711	1299	1311	hypoglycemia	Fourteen patients (41%) treated with NPH and regular insulin had 26 episodes of hypoglycemia and 5 patients (15%) in the glargine and glulisine group had 8 episodes of hypoglycemia (P = 0.03).  
0	2699711	1387	1399	hypoglycemia	Fourteen patients (41%) treated with NPH and regular insulin had 26 episodes of hypoglycemia and 5 patients (15%) in the glargine and glulisine group had 8 episodes of hypoglycemia (P = 0.03).  
0	2699711	1644	1660	glycemic control	A transition to subcutaneous glargine and glulisine after resolution of diabetic ketoacidosis resulted in similar glycemic control but in a lower rate of hypoglycemia than with NPH and regular insulin.
0	2699711	1676	1696	rate of hypoglycemia	A transition to subcutaneous glargine and glulisine after resolution of diabetic ketoacidosis resulted in similar glycemic control but in a lower rate of hypoglycemia than with NPH and regular insulin.
0	5879083	1281	1302	anaerobic performance	Results A significant improvement of 16% in favor of the sport group was found for anaerobic performance (p = 0.003).
0	5879083	1360	1368	fat mass	In addition, the sport group lost 2.8% more fat mass compared to the control group (p = 0.007).
0	5879083	1438	1550	aerobic performance, VO2 peak, physical activity, blood pressure, arterial stiffness, and the metabolic profile.	No changes were found for aerobic performance, VO2 peak, physical activity, blood pressure, arterial stiffness, and the metabolic profile.  
0	5094573	1366	1475	improved abdominal (abdominal) contribution, compartmental volume, mobility, and functional exercise capacity	Results After the intervention, the treatment group showed improved abdominal (abdominal) contribution, compartmental volume, mobility, and functional exercise capacity with decreased dyspnea when compared with the control group (P<0.01).
0	5094573	1481	1498	decreased dyspnea	Results After the intervention, the treatment group showed improved abdominal (abdominal) contribution, compartmental volume, mobility, and functional exercise capacity with decreased dyspnea when compared with the control group (P<0.01).
0	5094573	1590	1624	respiratory muscle effort required	The treatment group also showed a decreased respiratory muscle effort required to obtain the same pulmonary volume compared to the control group (P<0.001).  
0	5094573	1644	1660	pulmonary volume	The treatment group also showed a decreased respiratory muscle effort required to obtain the same pulmonary volume compared to the control group (P<0.001).  
0	3675645	1024	1050	) dentine hypersensitivity	Results Subjects having received the test prophylaxis pastes showed statistically lower (anova, p < 0.05) dentine hypersensitivity compared with the control group immediately after the prophylaxis procedure (Yeaple Probe®: Test-A = 20.9 ± 12.6, Test-B = 22.7 ± 12.9, Control=11.2 ± 3.1; Schiff score: Test-A = 1.1 ± 0.6, Test-B = 1.1 ± 0.6, Control = 2.0 ± 0.7) and after 28 days (Yeaple probe: Test-A = 21.5 ± 11.9, Test-B = 20.6 ± 11.3, Control = 11.8 ± 6.0; Schiff score: Test-A = 1.0 ± 0.6, Test-B = 1.0 ± 0.6, Control = 2.0 ± 0.7).  
0	5426597	1200	1219	adverse events rate	Results No difference in adverse events rate was identified between the groups.
0	5426597	1321	1361	higher incidence of Pcuff determinations	The use of AnapnoGuard system was associated with a significantly higher incidence of Pcuff determinations in the safety range (97.3% vs. 71%; p<0.01) and a trend to a greater volume of aspirated subglottic secretions secretions: (192.0[64–413] ml vs. 150[50–200], p = 0.19 (total)); (57.8[20–88.7] ml vs. 50[18.7–62] ml, p = 0.11 (daily)).
0	5426597	1423	1484	greater volume of aspirated subglottic secretions secretions:	The use of AnapnoGuard system was associated with a significantly higher incidence of Pcuff determinations in the safety range (97.3% vs. 71%; p<0.01) and a trend to a greater volume of aspirated subglottic secretions secretions: (192.0[64–413] ml vs. 150[50–200], p = 0.19 (total)); (57.8[20–88.7] ml vs. 50[18.7–62] ml, p = 0.11 (daily)).
0	5426597	1676	1718	terms of post-extubation throat pain level	No inter-group difference was detected using AnapnoGuard system vs. controls in terms of post-extubation throat pain level (0 [0–2] vs. 0 [0–3]; p = 0.7), hoarseness (42.9% vs. 75%; p = 0.55) and tracheal mucosa oedema (16.7% vs. 10%; p = 0.65).
0	5426597	1751	1761	hoarseness	No inter-group difference was detected using AnapnoGuard system vs. controls in terms of post-extubation throat pain level (0 [0–2] vs. 0 [0–3]; p = 0.7), hoarseness (42.9% vs. 75%; p = 0.55) and tracheal mucosa oedema (16.7% vs. 10%; p = 0.65).
0	5426597	1786	1814	) and tracheal mucosa oedema	No inter-group difference was detected using AnapnoGuard system vs. controls in terms of post-extubation throat pain level (0 [0–2] vs. 0 [0–3]; p = 0.7), hoarseness (42.9% vs. 75%; p = 0.55) and tracheal mucosa oedema (16.7% vs. 10%; p = 0.65).
0	5426597	1908	1956	VAP risk of ventilator-associated pneumonia(VAP)	Patients enrolled in the AnapnoGuard group had a trend to reduced VAP risk of ventilator-associated pneumonia(VAP) (14.8% vs. 40%; p = 0.06), which were more frequently monomicrobial (25% vs. 70%; p = 0.03).
0	5426597	2011	2024	monomicrobial	Patients enrolled in the AnapnoGuard group had a trend to reduced VAP risk of ventilator-associated pneumonia(VAP) (14.8% vs. 40%; p = 0.06), which were more frequently monomicrobial (25% vs. 70%; p = 0.03).
0	5426597	2106	2166	duration of mechanical ventilation, ICU stay, and mortality.	No statistically significant difference was observed in duration of mechanical ventilation, ICU stay, and mortality.  
0	4312941	910	951	postprandial plasma glucose AUC[0:29–4:30	Results Change from baseline in postprandial plasma glucose AUC[0:29–4:30 h] with lixisenatide QD and BID was significantly greater than placebo (p < 0.0001 for all study populations), with particularly prominent effects in Japanese patients.
0	4312941	1140	1184	in postprandial plasma glucose AUC[0:29–4:30	Greater reductions in postprandial plasma glucose AUC[0:29–4:30 h] were seen with lixisenatide QD versus BID, while the totality of evidence suggested that the lixisenatide 20 µg dose was optimal.
0	4312941	1371	1436	2-h postprandial plasma glucose, HbA1c and fasting plasma glucose	In the overall population, changes from baseline for 2-h postprandial plasma glucose, HbA1c and fasting plasma glucose were significant with lixisenatide QD and BID versus placebo (p < 0.01 for all).
0	4312941	1599	1640	postprandial plasma glucose AUC[0:29–4:30	Conclusions Lixisenatide significantly reduced postprandial plasma glucose AUC[0:29–4:30 h] versus placebo at the highest well-tolerated dose in patients with type 2 diabetes mellitus treated with sulphonylureas with/without metformin and had a good safety and tolerability profile.
0	4312941	1929	1968	postprandial plasma glucose excursions.	Japanese patients experienced particular benefits with lixisenatide in terms of reductions in postprandial plasma glucose excursions.
0	5862462	892	911	running performance	Results Confirming our hypothesis, a significant improvement (p<0.05) was observed for running performance in the Pilates group (pre: 25.65±0.4 min; post: 23.23±0.4 min) compared to the control group (pre: 25.33±0.58 min; post: 24.61±0.52 min).
0	5862462	1245	1295	electromyographic activity of the postural muscles	These findings were accompanied by decreased electromyographic activity of the postural muscles at submaximal running intensities in the Pilates group.  
0	3665829	944	996	effectively enhanced the knowledge of cyber bullying	The results show that the WebQuest course immediately and effectively enhanced the knowledge of cyber bullying, reduced the intentions, and retained the effects after the learning.
0	3665829	998	1020	reduced the intentions	The results show that the WebQuest course immediately and effectively enhanced the knowledge of cyber bullying, reduced the intentions, and retained the effects after the learning.
0	3665829	1026	1046	retained the effects	The results show that the WebQuest course immediately and effectively enhanced the knowledge of cyber bullying, reduced the intentions, and retained the effects after the learning.
0	3665829	1112	1143	attitude toward cyber bullying.	But it produced no significant impact on the attitude toward cyber bullying.  
0	65045	924	949	critical appraisal skills	Assessment of critical appraisal skills of the two groups was again performed.  
0	65045	1002	1022	students mean scores	Results The students mean scores were similar in Group A (14.8) and Group B (15.0) after Group A had received the intervention and Group B had received the control (p = 0.75).
0	65045	1172	1178	scores	Group scores were not significantly improved at the end of the trial compared to at the beginning of the study (Group A: 15.1 to 16.1) (Group B 15.6 to 15.9).
0	65045	1325	1372	Student's confidence in reading research papers	Student's confidence in reading research papers also did not improve throughout the course of the study.  
0	4717600	957	1069	, decreases in abdominal fat area (abdominal fat area), especially subcutaneous fat area (subcutaneous fat area)	Results After intervention, decreases in abdominal fat area (abdominal fat area), especially subcutaneous fat area (subcutaneous fat area), were significantly greater in the G-hesperidin with 50-mg caffeine group (AFA:-8.4 ± 21.9 v.s. 16.3 ± 34.1 cm2; p < 0.05, subcutaneous fat area: -9.3 ± 17.1 v.s. 11.2 ± 18.3 cm2; p < 0.01) and in the G-hesperidin with 75-mg caffeine group (AFA:-17.0 ± 31.4 v.s. 16.3 ± 34.1 cm2; p < 0.01, subcutaneous fat area: -12.4 ± 18.7 v.s. 11.2 ± 18.3 cm2; p < 0.01) than in the placebo group.
0	4717600	1455	1477	Fat-decreasing effects	Fat-decreasing effects of G-hesperidin were enhanced dose-dependently by caffeine addition.
0	4717600	1547	1562	body mass index	body mass index decreases were significantly greater in the G-hesperidin with 75-mg caffeine group than in the placebo group (-0.56 ± 0.74 v.s. -0.02 ± 0.58 kg/m2; p < 0.05).
0	4717600	1774	1782	serum TG	G-hesperidin with/without caffeine had no effect on serum TG (p > 0.05 v.s. placebo).  
0	3702149	1335	1375	mean score of job satisfaction of nurses	Findings: Findings showed that pre-intervention mean score of job satisfaction of nurses in both groups had no significant difference (p = 0.92).
0	3702149	1508	1538	mean score of job satisfaction	After the communication skills training program in the experimental group, mean score of job satisfaction increased and it was significant compared to the control group (p < 0.01).  
0	3702149	1728	1758	mean score of job satisfaction	Conclusions: The data analysis showed that the interpersonal communication skills training program increased the mean score of job satisfaction in the test group.
0	4973800	576	598	blood pressure control	Results Our results indicated no obvious difference in blood pressure control between the 2 groups.
0	4973800	764	792	Hypercholesterolemia control	Hypercholesterolemia control in the 2 groups was also not significantly different, taking atorvastatin in the morning was as effective as dosing at night in patients with hypercholesterolemia.
0	4973800	967	996	carotid IMT, hs-CRP, and LVMI	While the carotid IMT, hs-CRP, and LVMI were significantly lower after treatment, no differences were found between the 2 groups.
0	4973800	1131	1153	adverse drug reactions	Although no obvious difference was found in adverse drug reactions between the 2 groups, compliance was much better in the single-pill group than in patients taking the 2 medications separately.  
0	4973800	1176	1186	compliance	Although no obvious difference was found in adverse drug reactions between the 2 groups, compliance was much better in the single-pill group than in patients taking the 2 medications separately.  
0	5755681	1092	1122	exercise endurance time change	umeclidinium/vilanterol treatment did not result in a statistically significant improvement in exercise endurance time change from baseline at week 12 versus placebo (p=0.790).
0	5755681	1210	1251	in trough forced expiratory volume in 1 s	However, improvements were observed in trough forced expiratory volume in 1 s (206 mL, 95% CI 167–246), 3-h post-dose functional residual capacity (−346 mL, 95% CI −487 to −204) and COPD Assessment Test score (−1.07 units, 95% CI −2.09 to −0.05) versus placebo at week 12.
0	5755681	1275	1320	), 3-h post-dose functional residual capacity	However, improvements were observed in trough forced expiratory volume in 1 s (206 mL, 95% CI 167–246), 3-h post-dose functional residual capacity (−346 mL, 95% CI −487 to −204) and COPD Assessment Test score (−1.07 units, 95% CI −2.09 to −0.05) versus placebo at week 12.
0	5755681	1350	1382	) and COPD Assessment Test score	However, improvements were observed in trough forced expiratory volume in 1 s (206 mL, 95% CI 167–246), 3-h post-dose functional residual capacity (−346 mL, 95% CI −487 to −204) and COPD Assessment Test score (−1.07 units, 95% CI −2.09 to −0.05) versus placebo at week 12.
0	5755681	1505	1528	exercise endurance time	umeclidinium/vilanterol did not result in improvements in exercise endurance time at week 12 versus placebo, despite improvements in measures of lung function, hyperinflation and health status.
0	5755681	1580	1640	measures of lung function, hyperinflation and health status.	umeclidinium/vilanterol did not result in improvements in exercise endurance time at week 12 versus placebo, despite improvements in measures of lung function, hyperinflation and health status.
0	3487977	1018	1056	Mean arterial pressure and heart rates	Results Mean arterial pressure and heart rates were comparable between the placebo and Remifentanil groups at all times of the procedure.
0	3487977	1199	1222	Bispectral Index values	We did not observe differences in the variation of Bispectral Index values between the two groups during procedure.
0	3487977	1290	1313	Bispectral Index values	We described no change in Bispectral Index values relative to the placebo group in this population.  
0	1636653	695	709	reaction times	Results Anodal transcranial DC stimulation shortened reaction times and improved pinch force in the paretic hand relative to Sham stimulation, an effect present in patients with higher impairment.  
0	1636653	723	734	pinch force	Results Anodal transcranial DC stimulation shortened reaction times and improved pinch force in the paretic hand relative to Sham stimulation, an effect present in patients with higher impairment.  
0	5791464	979	999	stone clearance rate	A statistically insignificant difference was found for stone clearance rate between both groups as a whole (Group A-73.77%, Group B-69.35%, P = 0.690) as well as when we considered both subgroups (A1-78.05%, B1-75.0%, P = 0.802; A2-65.0%, B2-55.6%, P = 0.741).
0	5791464	1337	1357	adverse drug effects	No statistical difference was found for adverse drug effects except for retrograde ejaculation, which was significantly high in tamsulosin group (P < 0.001).  
0	5791464	1369	1391	retrograde ejaculation	No statistical difference was found for adverse drug effects except for retrograde ejaculation, which was significantly high in tamsulosin group (P < 0.001).  
0	5791464	1533	1548	stone clearance	Conclusion: This study showed that although tamsulosin is more effective for stone clearance than tadalafil, but this difference was not significant (P = 0.690).
0	5789503	854	894	incidence of postextubation laryngospasm	The incidence of postextubation laryngospasm was 19.5% in the placebo group and 0% in the treatment (lidocaine) group; this difference was statistically significant (P = 0.017; 95% confidence interval, 4.6% to 36.0%).  
0	3702243	639	653	fibroid volume	Results Three months into treatment, fibroid volume was reduced by 28.5% in the mifepristone group with an increase of 1.8% in the placebo group (P = 0.031).
0	3702243	658	665	reduced	Results Three months into treatment, fibroid volume was reduced by 28.5% in the mifepristone group with an increase of 1.8% in the placebo group (P = 0.031).
0	3702243	830	852	pelvic pain prevalence	There were significant differences between the groups with respect to pelvic pain prevalence (P = 0.006), pelvic pressure (P = 0.027), rectal pain (P = 0.013), hypermenorrhea (P < 0.001), and metrorrhagia (P = 0.002) at the end of treatment.
0	3702243	866	881	pelvic pressure	There were significant differences between the groups with respect to pelvic pain prevalence (P = 0.006), pelvic pressure (P = 0.027), rectal pain (P = 0.013), hypermenorrhea (P < 0.001), and metrorrhagia (P = 0.002) at the end of treatment.
0	3702243	895	906	rectal pain	There were significant differences between the groups with respect to pelvic pain prevalence (P = 0.006), pelvic pressure (P = 0.027), rectal pain (P = 0.013), hypermenorrhea (P < 0.001), and metrorrhagia (P = 0.002) at the end of treatment.
0	3702243	920	934	hypermenorrhea	There were significant differences between the groups with respect to pelvic pain prevalence (P = 0.006), pelvic pressure (P = 0.027), rectal pain (P = 0.013), hypermenorrhea (P < 0.001), and metrorrhagia (P = 0.002) at the end of treatment.
0	3702243	952	964	metrorrhagia	There were significant differences between the groups with respect to pelvic pain prevalence (P = 0.006), pelvic pressure (P = 0.027), rectal pain (P = 0.013), hypermenorrhea (P < 0.001), and metrorrhagia (P = 0.002) at the end of treatment.
0	3702243	1002	1012	Amenorrhea	Amenorrhea was 93.1% and 4.3% in the mifepristone and placebo groups, respectively (P < 0.001).
0	3702243	1108	1120	side effects	Treatment side effects were significantly greater in the mifepristone group.
0	3702243	1175	1191	Estradiol levels	Estradiol levels did not differ significantly between the placebo and mifepristone groups at the end of treatment.
0	3702243	1305	1320	quality of life	Improvement in quality of life was significantly greater in the categories of “symptoms” (P = 0.004) and “activity” (P = 0.045) in the mifepristone group.  
0	3702243	1522	1530	efficacy	Conclusion The 5 mg dosage of mifepristone presented significantly superior efficacy compared to the placebo.
0	3714483	641	665	RESULTS Glycemic control	RESULTS Glycemic control improved in all three groups at 24 months (N = 54), with a mean HbA1c of 6.7 ± 1.2% for gastric bypass, 7.1 ± 0.8% for sleeve gastrectomy, and 8.4 ± 2.3% for intensive medical therapy (P < 0.05 for each surgical group versus intensive medical therapy).
0	3714483	919	940	Reduction in body fat	Reduction in body fat was similar for both surgery groups, with greater absolute reduction in truncal fat in gastric bypass versus sleeve gastrectomy (−16 vs. −10%; P = 0.04).
0	3714483	1000	1024	reduction in truncal fat	Reduction in body fat was similar for both surgery groups, with greater absolute reduction in truncal fat in gastric bypass versus sleeve gastrectomy (−16 vs. −10%; P = 0.04).
0	3714483	1095	1114	Insulin sensitivity	Insulin sensitivity increased significantly from baseline in gastric bypass (2.7-fold; P = 0.004) and did not change in sleeve gastrectomy or intensive medical therapy.
0	3714483	1264	1304	β-Cell function (oral disposition index)	β-Cell function (oral disposition index) increased 5.8-fold in gastric bypass from baseline, was markedly greater than intensive medical therapy (P = 0.001), and was not different between sleeve gastrectomy versus intensive medical therapy (P = 0.30).
0	3714483	1522	1545	months, β-cell function	At 24 months, β-cell function inversely correlated with truncal fat and prandial free fatty acid levels.  
0	3714483	1572	1620	truncal fat and prandial free fatty acid levels.	At 24 months, β-cell function inversely correlated with truncal fat and prandial free fatty acid levels.  
0	2852713	954	990	Overall cleansing of the small bowel	Results Overall cleansing of the small bowel was adequate in 43% of patients in group A, 77% of those in group B, and 56% of those in group C (group A vs group B, p=0.001).
0	2852713	1133	1166	obscure gastrointestinal bleeding	Diagnoses for obscure gastrointestinal bleeding were established in 9 patients (39%) in group A, 16 patients (69%) in group B, and 14 patients (50%) in group C. No significant difference in diagnostic yield was observed between groups.  
0	2852713	1309	1325	diagnostic yield	Diagnoses for obscure gastrointestinal bleeding were established in 9 patients (39%) in group A, 16 patients (69%) in group B, and 14 patients (50%) in group C. No significant difference in diagnostic yield was observed between groups.  
0	2852713	1426	1459	small-bowel mucosal visualization	Conclusions Bowel preparation with NaP for capsule endoscopy improved small-bowel mucosal visualization when compared to 12-h overnight fasting.
0	3640892	1245	1272	less stress/overload levels	Results Participants in the intervention group reported significantly less stress/overload levels compared to the control group (mean difference: -0.6 (95% CI −1.3, -0.1), p=0.04).
0	3640892	1363	1378	stress/overload	Higher stress/overload was associated with less hands-on time.
0	3640892	1539	1552	Hands-on time	Hands-on time was longer in the intervention- group, but the difference was not statistically significant (difference 5.5 (95% CI −3.1, 14.2), p=0.2); there were no differences in time to start Cardiopulmonary resuscitation (difference −1.4 (95% CI −8.4, 5.7), p=0.71).  
0	3640892	1727	1748	start Cardiopulmonary	Hands-on time was longer in the intervention- group, but the difference was not statistically significant (difference 5.5 (95% CI −3.1, 14.2), p=0.2); there were no differences in time to start Cardiopulmonary resuscitation (difference −1.4 (95% CI −8.4, 5.7), p=0.71).  
0	3640892	1874	1890	perceived stress	Conclusions A brief stress-coping strategy moderately decreased perceived stress without significantly affecting performance in a simulated Cardiopulmonary resuscitation.
0	3525317	872	889	blood flow volume	LR3 stimulation significantly increased blood flow volume compared to that before needle insertion.
0	3525317	998	1025	decreased blood flow volume	Meanwhile, stimulation at ST36 and the non-acupoint significantly decreased blood flow volume compared to that before needle insertion.
0	3525317	1122	1139	blood flow volume	Stimulation at LR3 elicited a significant increase in blood flow volume compared to that at ST36 and the non-acupoint.
0	1097728	1200	1237	mean safety climate scores for nurses	Results Before Executive walk rounds the mean safety climate scores for nurses were similar in the control units and EWR units (78.97 and 76.78, P = 0.458) as were percent positive scores (64.6% positive and 61.1% positive).
0	1097728	1323	1346	percent positive scores	Results Before Executive walk rounds the mean safety climate scores for nurses were similar in the control units and EWR units (78.97 and 76.78, P = 0.458) as were percent positive scores (64.6% positive and 61.1% positive).
